N_unmapped	838044	838044	838044
N_multimapping	3465377	3465377	3465377
N_noFeature	4077267	17576035	17670301
N_ambiguous	729049	154912	153020
ENSDARG00000104632	67	30	37
ENSDARG00000100660	110	62	52
ENSDARG00000098417	44	20	26
ENSDARG00000100422	5453	2716	2744
ENSDARG00000102128	397	203	197
ENSDARG00000103095	1138	572	573
ENSDARG00000102226	242	122	122
ENSDARG00000104049	603	291	315
ENSDARG00000102474	845	443	408
ENSDARG00000100143	2588	1295	1328
ENSDARG00000101771	0	0	0
ENSDARG00000104839	1195	646	565
ENSDARG00000104373	267	139	136
ENSDARG00000098311	401	212	204
ENSDARG00000102121	66	33	37
ENSDARG00000102123	1681	811	885
ENSDARG00000102141	425	226	214
ENSDARG00000105725	7	6	4
ENSDARG00000099787	53	25	31
ENSDARG00000070546	11	8	3
ENSDARG00000045914	6087	3135	2957
ENSDARG00000045913	433	210	225
ENSDARG00000045911	2055	1028	1031
ENSDARG00000102361	0	0	0
ENSDARG00000045910	880	441	445
ENSDARG00000045909	237	110	133
ENSDARG00000025073	26734	13444	13300
ENSDARG00000084828	7	6	1
ENSDARG00000084784	4	1	3
ENSDARG00000095951	0	0	0
ENSDARG00000093924	2	0	3
ENSDARG00000084451	0	0	0
ENSDARG00000031737	24	15	10
ENSDARG00000099652	2248	1113	1136
ENSDARG00000101047	415	347	340
ENSDARG00000102104	1	134	139
ENSDARG00000099833	325	170	155
ENSDARG00000103870	26	12	14
ENSDARG00000096118	421	216	211
ENSDARG00000045900	552	281	277
ENSDARG00000016968	1781	856	926
ENSDARG00000102878	485	226	259
ENSDARG00000059311	691	364	328
ENSDARG00000017386	466	224	242
ENSDARG00000045898	662	318	346
ENSDARG00000006060	1187	575	612
ENSDARG00000103050	1	0	1
ENSDARG00000104018	2943	1499	1445
ENSDARG00000070535	9	5	4
ENSDARG00000013789	177	92	86
ENSDARG00000063686	236	114	123
ENSDARG00000087962	654	344	312
ENSDARG00000099313	873	456	417
ENSDARG00000103102	52	20	32
