N_unmapped	1150343	1150343	1150343
N_multimapping	6528951	6528951	6528951
N_noFeature	5208900	23323138	23435853
N_ambiguous	1011496	219186	215426
ENSDARG00000104632	27	16	14
ENSDARG00000100660	98	51	48
ENSDARG00000098417	48	27	22
ENSDARG00000100422	4445	2184	2280
ENSDARG00000102128	286	141	147
ENSDARG00000103095	1661	802	866
ENSDARG00000102226	279	152	132
ENSDARG00000104049	918	453	472
ENSDARG00000102474	736	366	377
ENSDARG00000100143	1525	785	773
ENSDARG00000101771	1	1	0
ENSDARG00000104839	841	432	420
ENSDARG00000104373	263	147	125
ENSDARG00000098311	333	182	162
ENSDARG00000102121	59	29	33
ENSDARG00000102123	1660	849	833
ENSDARG00000102141	385	206	184
ENSDARG00000105725	1	2	1
ENSDARG00000099787	91	52	43
ENSDARG00000070546	12	5	9
ENSDARG00000045914	9913	4977	4944
ENSDARG00000045913	898	463	436
ENSDARG00000045911	1137	579	562
ENSDARG00000102361	0	0	0
ENSDARG00000045910	1271	657	622
ENSDARG00000045909	229	109	127
ENSDARG00000025073	39345	19966	19390
ENSDARG00000084828	4	3	2
ENSDARG00000084784	13	9	4
ENSDARG00000095951	2	3	0
ENSDARG00000093924	1	1	1
ENSDARG00000084451	1	1	0
ENSDARG00000031737	27	14	13
ENSDARG00000099652	2268	1166	1107
ENSDARG00000101047	903	761	757
ENSDARG00000102104	0	317	297
ENSDARG00000099833	532	246	288
ENSDARG00000103870	55	25	31
ENSDARG00000096118	788	380	432
ENSDARG00000045900	709	324	408
ENSDARG00000016968	2669	1343	1329
ENSDARG00000102878	617	303	314
ENSDARG00000059311	1282	630	654
ENSDARG00000017386	274	133	143
ENSDARG00000045898	1159	547	616
ENSDARG00000006060	769	385	385
ENSDARG00000103050	0	0	0
ENSDARG00000104018	3190	1575	1618
ENSDARG00000070535	4	0	4
ENSDARG00000013789	191	112	79
ENSDARG00000063686	619	326	294
ENSDARG00000087962	1146	579	571
ENSDARG00000099313	1216	578	638
ENSDARG00000103102	60	34	26
ENSDARG00000102157	1	1	0
ENSDARG00000098612	8	6	3
ENSDARG00000100898	0	0	0
ENSDARG00000102340	840	440	400
ENSDARG00000099129	176	85	91
ENSDARG00000101813	15776	8067	7718
ENSDARG00000098551	105	45	63
ENSDARG00000025601	1	0	1
ENSDARG00000063672	465	235	232
ENSDARG00000018149	2635	1316	1324
ENSDARG00000095920	0	0	0
ENSDARG00000045886	2567	1248	1325
ENSDARG00000045885	2278	1147	1139
ENSDARG00000007413	2393	1129	1266
ENSDARG00000097341	28	12	16
ENSDARG00000045880	384	187	197
ENSDARG00000009657	857	409	449
ENSDARG00000093658	1249	633	620
