N_unmapped	980006	980006	980006
N_multimapping	2211338	2211338	2211338
N_noFeature	3974171	19076796	19242847
N_ambiguous	835125	176608	171267
ENSDARG00000104632	48	26	26
ENSDARG00000100660	74	40	37
ENSDARG00000098417	24	16	10
ENSDARG00000100422	3203	1571	1644
ENSDARG00000102128	363	185	180
ENSDARG00000103095	1524	754	776
ENSDARG00000102226	315	163	155
ENSDARG00000104049	1021	502	524
ENSDARG00000102474	793	414	392
ENSDARG00000100143	1817	925	914
ENSDARG00000101771	2	1	1
ENSDARG00000104839	796	382	423
ENSDARG00000104373	398	203	210
ENSDARG00000098311	338	162	185
ENSDARG00000102121	46	25	26
ENSDARG00000102123	1581	807	786
ENSDARG00000102141	401	208	200
ENSDARG00000105725	1	0	1
ENSDARG00000099787	92	51	50
ENSDARG00000070546	4	1	4
ENSDARG00000045914	6681	3445	3240
ENSDARG00000045913	788	413	376
ENSDARG00000045911	833	414	421
ENSDARG00000102361	0	0	0
ENSDARG00000045910	1048	546	506
ENSDARG00000045909	169	88	86
ENSDARG00000025073	32915	16200	16725
ENSDARG00000084828	2	1	1
ENSDARG00000084784	6	1	5
ENSDARG00000095951	5	1	4
ENSDARG00000093924	3	1	3
ENSDARG00000084451	0	0	0
ENSDARG00000031737	32	21	12
ENSDARG00000099652	1520	729	792
ENSDARG00000101047	813	615	641
ENSDARG00000102104	0	233	209
ENSDARG00000099833	481	237	245
ENSDARG00000103870	38	18	20
ENSDARG00000096118	757	393	375
ENSDARG00000045900	566	289	287
ENSDARG00000016968	2319	1166	1156
ENSDARG00000102878	781	397	384
ENSDARG00000059311	1106	545	561
ENSDARG00000017386	251	122	130
ENSDARG00000045898	984	497	487
ENSDARG00000006060	747	368	381
ENSDARG00000103050	0	0	0
ENSDARG00000104018	4019	2012	2009
ENSDARG00000070535	2	2	0
ENSDARG00000013789	160	82	78
ENSDARG00000063686	596	319	277
ENSDARG00000087962	896	475	423
ENSDARG00000099313	1248	629	619
ENSDARG00000103102	73	36	37
ENSDARG00000102157	0	0	0
ENSDARG00000098612	9	6	3
ENSDARG00000100898	1	0	1
ENSDARG00000102340	745	365	380
ENSDARG00000099129	139	76	64
ENSDARG00000101813	11591	5809	5785
ENSDARG00000098551	57	26	32
ENSDARG00000025601	0	0	1
ENSDARG00000063672	440	216	226
ENSDARG00000018149	2113	1052	1063
ENSDARG00000095920	0	0	0
ENSDARG00000045886	2523	1233	1293
ENSDARG00000045885	1843	923	921
ENSDARG00000007413	1906	977	930
ENSDARG00000097341	31	22	9
ENSDARG00000045880	252	123	129
ENSDARG00000009657	650	341	311
ENSDARG00000093658	1183	595	593
ENSDARG00000026839	490	259	236
ENSDARG00000016979	888	545	481
ENSDARG00000070477	766	468	436
